,Protein Annotation,Day21-ETP,sgRNA_vs_Target,TID,MatchResult
1194,39.51,-1.455924824,17,0,1
1199,39.51,-1.614715615,6,0,1
1200,39.51,-1.614715615,6,0,1
1201,39.51,-1.6598677819999998,5,0,1
1202,39.51,-1.668397423,14,0,1
1203,39.51,-1.668397423,14,0,1
1208,39.51,-1.920489413,16,0,0
1209,39.51,-1.920489413,16,0,0
1210,39.51,-1.923091477,15,0,1
1213,39.51,-1.978160962,13,0,1
1217,39.51,-2.031437465,14,0,1
1218,39.51,-2.037991613,15,0,0
1219,39.51,-2.037991613,15,0,0
1220,39.51,-2.056797186,14,0,0
1222,39.51,-2.085400385,10,0,0
1224,39.51,-2.131950298,18,0,1
1225,39.51,-2.150007174,12,0,0
1227,39.51,-2.19761872,7,0,0
1228,39.51,-2.224661071,20,0,1
1229,39.51,-2.224661071,20,0,1
1230,39.51,-2.264438732,13,0,1
1233,39.51,-2.486733807,12,0,1
1235,39.51,-2.564586562,19,0,0
1236,39.51,-2.564586562,19,0,1
1237,39.51,-2.60256902,5,0,1
1238,39.51,-2.60256902,5,0,1
1239,39.51,-2.624494963,15,0,1
1240,39.51,-2.729752061,11,0,0
1241,39.51,-2.834191506,3,0,0
1244,39.51,-3.089532474,4,0,1
1246,39.51,-3.228014333,7,0,1
1247,39.51,-3.228014333,7,0,1
1248,39.51,-3.232280873,16,0,1
1249,39.51,-3.27156315,17,0,0
1250,39.51,-3.315695214,11,0,1
1252,39.51,-3.402530827,19,0,1
1253,39.51,-3.432896523,16,0,1
1255,39.51,-3.635002777,6,0,0
1258,39.51,-4.36801404,11,0,1
1259,39.51,-4.905709141,16,0,1
1262,88.89,0.16562508199999998,5,0,0
1263,88.89,0.155969934,8,0,1
1264,88.89,0.120767926,8,0,1
1266,88.89,0.120767926,8,0,1
1267,88.89,0.021772458,13,0,0
1268,88.89,-0.031132969,5,0,1
1270,88.89,-0.18596169,3,0,1
1272,88.89,-0.235338166,9,0,1
1273,88.89,-0.284810695,15,0,0
1275,88.89,-0.360182439,7,0,1
1276,88.89,-0.431523266,10,0,1
1277,88.89,-0.431523266,10,0,1
1279,88.89,-0.477787935,18,0,1
1280,88.89,-0.490615467,16,0,1
1281,88.89,-0.502392933,10,0,0
1283,88.89,-0.629010457,15,0,1
1284,88.89,-0.632089771,3,0,1
1287,88.89,-0.731190095,12,0,1
1289,88.89,-0.851561737,5,0,1
1290,88.89,-0.856422364,2,0,1
1291,88.89,-0.870818567,12,0,1
1292,88.89,-0.870818567,12,0,1
1294,88.89,-0.959933072,6,0,1
1295,88.89,-0.959933072,6,0,1
1296,88.89,-1.001313597,17,0,1
1298,88.89,-1.010081696,19,0,1
1300,88.89,-1.142385378,6,0,1
1301,88.89,-1.175290626,13,0,1
1302,88.89,-1.175290626,13,0,1
1303,88.89,-1.193601612,12,0,1
1305,88.89,-1.204034587,7,0,1
1308,88.89,-1.260683668,14,0,0
1310,88.89,-1.370104126,8,0,0
1311,88.89,-1.3780138469999998,10,0,1
1312,88.89,-1.39266154,13,0,1
1315,88.89,-1.494506933,10,0,1
1316,88.89,-1.523257826,16,0,1
1324,88.89,-1.732796325,9,0,1
1325,88.89,-1.7501255269999998,17,0,1
1326,88.89,-1.7501255269999998,17,0,1
1327,88.89,-1.761416783,9,0,0
1328,88.89,-1.7646572390000002,15,0,1
1329,88.89,-1.776246071,5,0,1
1330,88.89,-1.776246071,5,0,1
1331,88.89,-1.828974955,11,0,1
1333,88.89,-1.828974955,11,0,1
1337,88.89,-1.937882169,19,0,0
1338,88.89,-1.937882169,19,0,1
1339,88.89,-1.975314028,4,0,1
1341,88.89,-2.042342525,11,0,1
1342,88.89,-2.06276183,11,0,0
1345,88.89,-2.072159437,11,0,1
1346,88.89,-2.111585762,13,0,1
1348,88.89,-2.12545635,18,0,1
1349,88.89,-2.12545635,18,0,1
1351,88.89,-2.258007468,9,0,1
1352,88.89,-2.258007468,9,0,1
1353,88.89,-2.28527397,6,0,0
1354,88.89,-2.303694463,17,0,1
1360,88.89,-2.495016067,20,0,1
1361,88.89,-2.495016067,20,0,1
1364,88.89,-2.5865390130000003,12,0,0
1366,88.89,-2.612780925,19,0,1
1367,88.89,-2.691479854,16,0,0
1369,88.89,-2.759264397,15,0,1
1370,88.89,-2.759264397,15,0,1
1374,88.89,-3.001724805,14,0,1
1375,88.89,-3.06730842,4,0,1
1376,88.89,-3.06730842,4,0,1
1379,88.89,-3.187172585,19,0,1
1380,88.89,-3.187172585,19,0,1
1381,88.89,-3.207894187,2,0,1
1382,88.89,-3.254642834,8,0,1
1384,88.89,-3.461336957,7,0,1
1385,88.89,-3.461336957,7,0,1
1389,88.89,-3.651060759,18,0,0
1390,88.89,-3.69666411,17,0,0
1394,88.89,-3.778153622,19,0,1
1395,88.89,-3.797370753,6,0,1
1398,88.89,-4.075146535,18,0,1
1399,88.89,-4.139612036,16,0,1
1400,88.89,-4.139612036,16,0,1
1401,88.89,-4.300145433,14,0,1
1402,88.89,-4.300145433,14,0,1
1403,88.89,-4.411341291,14,0,1
1405,88.89,-4.685356699,7,0,0
1406,82.97,1.743105666,14,1,1
1408,82.97,1.5482887719999998,16,1,1
1409,82.97,1.4512605019999998,16,1,1
1410,82.97,1.4512605019999998,16,1,1
1411,82.97,1.42346461,13,1,1
1413,82.97,1.3852901780000002,19,1,1
1414,82.97,1.358262815,20,1,1
1415,82.97,1.358262815,20,1,1
1418,82.97,1.192982143,15,1,1
1425,82.97,0.929802344,15,1,1
1427,82.97,0.918382777,19,1,1
1429,82.97,0.893895523,19,1,0
1430,82.97,0.893895523,19,1,1
1431,82.97,0.834793792,18,1,0
1433,82.97,0.761015253,7,1,1
1440,82.97,0.62641914,19,1,1
1441,82.97,0.62641914,19,1,1
1447,82.97,0.401268654,13,1,1
1449,82.97,0.377138958,19,1,1
1452,82.97,0.330031237,11,1,1
1454,82.97,0.320381574,15,1,1
1455,82.97,0.320381574,15,1,1
1456,82.97,0.296262169,13,1,1
1459,82.97,0.25447821600000003,12,1,1
1460,82.97,0.25447821600000003,12,1,1
1461,82.97,0.25447821600000003,12,1,1
1462,82.97,0.25447821600000003,12,1,1
1463,82.97,0.249706954,13,1,1
1465,82.97,0.193332714,17,1,0
1466,82.97,0.182973338,10,1,0
1467,82.97,0.159788926,8,1,1
1469,82.97,0.12640194400000002,12,1,1
1470,82.97,0.10321762,7,1,1
1472,82.97,0.08835206400000001,19,1,1
1473,82.97,0.080369573,11,1,1
1474,82.97,0.068968787,13,1,1
1475,82.97,0.054385443,13,1,1
1476,82.97,0.009436332,18,1,1
1478,82.97,-0.078610271,13,1,1
1482,82.97,-0.244707689,17,1,1
1483,82.97,-0.246244732,18,1,1
1485,82.97,-0.31946623,18,1,1
1486,82.97,-0.31946623,18,1,1
1490,82.97,-0.440767758,16,1,0
1491,82.97,-0.46606176,16,1,1
1493,82.97,-0.533643865,14,1,1
1494,82.97,-0.533643865,14,1,1
1495,82.97,-0.533643865,14,1,1
1496,82.97,-0.533643865,14,1,1
1497,82.97,-0.5674971679999999,10,1,1
1498,82.97,-0.5674971679999999,10,1,1
1501,82.97,-0.617133655,9,1,1
1503,82.97,-0.6979720009999999,8,1,1
1504,82.97,-0.69827654,12,1,0
1505,82.97,-0.731165541,9,1,1
1506,82.97,-0.731165541,9,1,1
1507,82.97,-0.731165541,9,1,1
1508,82.97,-0.766401104,10,1,1
1509,82.97,-0.7955225890000001,14,1,0
1510,82.97,-0.795894535,6,1,0
1511,82.97,-0.847376481,17,1,1
1515,82.97,-0.997407329,8,1,1
1516,82.97,-0.997407329,8,1,1
1519,82.97,-1.040976334,13,1,1
1520,82.97,-1.058764435,9,1,0
1521,82.97,-1.101692404,11,1,1
1522,82.97,-1.107651247,11,1,1
1523,82.97,-1.160274616,9,1,1
1524,82.97,-1.202635495,10,1,1
1525,82.97,-1.255536386,11,1,1
1526,82.97,-1.264537416,13,1,0
1527,82.97,-1.264537416,13,1,0
1528,82.97,-1.264537416,13,1,0
1530,82.97,-1.268991898,14,1,1
1535,82.97,-1.479753102,11,1,1
1536,82.97,-1.544023273,8,1,1
1537,82.97,-1.550048964,8,1,0
1538,82.97,-1.550048964,8,1,0
1539,82.97,-1.581701098,8,1,1
1543,82.97,-1.785876266,13,1,1
1544,82.97,-1.785876266,13,1,1
1545,82.97,-1.883534189,11,1,1
1546,82.97,-1.883534189,11,1,1
1547,82.97,-1.925790887,12,1,1
1549,82.97,-2.063718019,8,1,1
1550,82.97,-2.095471842,15,1,0
1551,82.97,-2.0982495130000003,7,1,0
1553,82.97,-2.371076087,11,1,1
1555,82.97,-2.4374529,17,1,1
1556,82.97,-2.4374529,17,1,1
1557,82.97,-2.735641671,7,1,1
1560,82.97,-3.865520523,11,1,0
1562,82.97,-3.865520523,11,1,0
1563,82.97,-3.865520523,11,1,0
1564,82.97,-4.0081597030000005,11,1,1
1567,70.33,1.8301517,19,1,1
1569,70.33,1.573284448,18,1,1
1572,70.33,1.4311082430000002,20,1,1
1576,70.33,1.172876528,18,1,1
1577,70.33,1.135625747,12,1,1
1585,70.33,0.64514822,15,1,1
1587,70.33,0.6320302010000001,19,1,1
1591,70.33,0.5087839439999999,4,1,0
1599,70.33,0.323078762,19,1,1
1600,70.33,0.323078762,19,1,1
1604,70.33,0.081164725,3,1,0
1606,70.33,-0.006395011,17,1,1
1609,70.33,-0.14017338599999998,12,1,1
1611,70.33,-0.175382024,12,1,1
1613,70.33,-0.256804627,4,1,1
1616,70.33,-0.39971749,13,1,0
1617,70.33,-0.4150647670000001,5,1,0
1618,70.33,-0.4150647670000001,5,1,0
1622,70.33,-0.568967136,14,1,0
1624,70.33,-0.6235209829999999,6,1,1
1626,70.33,-0.655307934,10,1,1
1627,70.33,-0.655307934,10,1,1
1628,70.33,-0.661477522,9,1,1
1630,70.33,-0.711717741,6,1,1
1631,70.33,-0.7197310640000001,17,1,0
1632,70.33,-0.7197310640000001,17,1,0
1633,70.33,-0.761808442,9,1,1
1634,70.33,-0.761808442,9,1,1
1636,70.33,-0.793358991,12,1,1
1637,70.33,-0.793358991,12,1,1
1639,70.33,-0.817617447,18,1,1
1640,70.33,-0.817617447,18,1,1
1641,70.33,-0.817617447,18,1,1
1642,70.33,-0.941449526,4,1,1
1644,70.33,-0.987107645,15,1,1
1645,70.33,-0.987107645,15,1,1
1646,70.33,-1.009784101,16,1,1
1647,70.33,-1.028460175,16,1,1
1649,70.33,-1.032986724,7,1,1
1650,70.33,-1.032986724,7,1,1
1651,70.33,-1.092102143,17,1,1
1653,70.33,-1.146154347,17,1,1
1654,70.33,-1.146154347,17,1,1
1655,70.33,-1.228800874,11,1,1
1656,70.33,-1.2452663590000002,8,1,1
1657,70.33,-1.252991909,8,1,0
1661,70.33,-1.485680626,11,1,0
1662,70.33,-1.514300141,15,1,1
1663,70.33,-1.51616298,17,1,1
1665,70.33,-1.575424179,16,1,1
1666,70.33,-1.575424179,16,1,1
1668,70.33,-1.615511402,14,1,1
1669,70.33,-1.615511402,14,1,1
1671,70.33,-1.699755231,13,1,1
1672,70.33,-1.772963015,5,1,1
1673,70.33,-1.82560002,6,1,1
1674,70.33,-1.82560002,6,1,1
1675,70.33,-1.82560002,6,1,1
1676,70.33,-1.834009006,6,1,0
1678,70.33,-1.907511092,5,1,1
1680,70.33,-1.924378181,17,1,1
1681,70.33,-2.006426404,13,1,1
1682,70.33,-2.006426404,13,1,1
1683,70.33,-2.006426404,13,1,1
1684,70.33,-2.030622602,7,1,1
1685,70.33,-2.057666518,8,1,1
1686,70.33,-2.057666518,8,1,1
1687,70.33,-2.092256223,14,1,1
1689,70.33,-2.102817222,13,1,1
1690,70.33,-2.142219062,14,1,1
1691,70.33,-2.153576922,10,1,1
1692,70.33,-2.220802427,17,1,1
1693,70.33,-2.262885289,5,1,1
1694,70.33,-2.262885289,5,1,1
1695,70.33,-2.298685428,16,1,0
1697,70.33,-2.380398545,12,1,1
1698,70.33,-2.513912724,9,1,1
1700,70.33,-2.619148423,5,1,1
1701,70.33,-2.639138423,10,1,0
1702,70.33,-2.884688959,5,1,1
1705,70.33,-3.004793624,18,1,0
1706,70.33,-3.29623543,9,1,0
1708,70.33,-3.391821176,11,1,1
1709,70.33,-3.445927329,15,1,0
1710,70.33,-3.46117866,5,1,1
1711,70.33,-3.549164825,11,1,1
1712,70.33,-3.549164825,11,1,1
1715,70.33,-3.759724995,10,1,1
1716,70.33,-4.1212193789999985,12,1,0
1717,70.33,-4.1212193789999985,12,1,0
1720,80.25,0.149073391,4,0,0
1721,80.25,0.072673322,13,0,0
1722,80.25,0.072673322,13,0,0
1723,80.25,-0.00032762,13,0,1
1724,80.25,-0.019841126,5,0,1
1726,80.25,-0.225431587,16,0,1
1727,80.25,-0.225431587,16,0,1
1729,80.25,-0.326244183,17,0,1
1730,80.25,-0.331088846,10,0,1
1731,80.25,-0.41770971,14,0,1
1732,80.25,-0.430914939,9,0,1
1733,80.25,-0.462982021,12,0,1
1734,80.25,-0.478997634,6,0,1
1736,80.25,-0.558684207,15,0,1
1738,80.25,-0.5808102279999999,9,0,1
1739,80.25,-0.623013074,5,0,1
1740,80.25,-0.623013074,5,0,1
1741,80.25,-0.688242225,17,0,0
1744,80.25,-0.771829767,9,0,1
1747,80.25,-0.833534895,9,0,1
1748,80.25,-0.833534895,9,0,1
1749,80.25,-0.851764403,15,0,1
1750,80.25,-0.860693597,5,0,0
1754,80.25,-0.97589592,11,0,1
1755,80.25,-0.990488266,7,0,0
1758,80.25,-1.060942227,3,0,0
1759,80.25,-1.064699088,20,0,1
1761,80.25,-1.107654514,9,0,1
1762,80.25,-1.119847922,5,0,1
1763,80.25,-1.144197085,7,0,1
1764,80.25,-1.144197085,7,0,1
1765,80.25,-1.144197085,7,0,1
1769,80.25,-1.310684068,10,0,0
1770,80.25,-1.326865636,8,0,1
1771,80.25,-1.326865636,8,0,1
1772,80.25,-1.346841964,9,0,1
1773,80.25,-1.400005529,13,0,1
1774,80.25,-1.402551206,6,0,1
1775,80.25,-1.402710465,18,0,1
1777,80.25,-1.4114652419999998,19,0,1
1778,80.25,-1.414551079,17,0,1
1779,80.25,-1.414551079,17,0,1
1781,80.25,-1.5284090259999998,16,0,1
1785,80.25,-1.633094345,4,0,1
1786,80.25,-1.746766717,8,0,1
1787,80.25,-1.764310281,13,0,1
1788,80.25,-1.785727559,16,0,1
1789,80.25,-1.7906632180000002,6,0,1
1790,80.25,-1.7956639819999998,6,0,0
1791,80.25,-1.7956639819999998,6,0,0
1795,80.25,-1.91346015,4,0,1
1796,80.25,-1.917492166,6,0,1
1798,80.25,-1.92331776,7,0,1
1800,80.25,-1.942714018,13,0,1
1801,80.25,-1.94528947,12,0,1
1802,80.25,-1.94528947,12,0,1
1803,80.25,-1.952117669,15,0,1
1804,80.25,-1.952117669,15,0,1
1807,80.25,-2.001490382,11,0,1
1808,80.25,-2.001490382,11,0,1
1810,80.25,-2.011508366,10,0,1
1811,80.25,-2.011508366,10,0,1
1812,80.25,-2.011508366,10,0,1
1813,80.25,-2.132945421,18,0,1
1814,80.25,-2.172849312,13,0,1
1815,80.25,-2.172849312,13,0,1
1817,80.25,-2.227994471,18,0,0
1821,80.25,-2.308770492,14,0,0
1822,80.25,-2.318440715,11,0,0
1824,80.25,-2.363782517,10,0,1
1827,80.25,-2.381459041,8,0,0
1829,80.25,-2.412913399,19,0,1
1831,80.25,-2.428082049,12,0,1
1836,80.25,-2.541808957,19,0,1
1837,80.25,-2.541808957,19,0,1
1839,80.25,-2.714244786,13,0,1
1840,80.25,-2.7246406430000003,6,0,1
1841,80.25,-2.7246406430000003,6,0,1
1842,80.25,-2.763977553,12,0,0
1843,80.25,-2.8273425860000003,16,0,0
1852,80.25,-3.04992387,14,0,1
1853,80.25,-3.084220406,18,0,1
1854,80.25,-3.084220406,18,0,1
1855,80.25,-3.0874665510000003,14,0,1
1856,80.25,-3.0874665510000003,14,0,1
1857,80.25,-3.0874665510000003,14,0,1
1860,80.25,-3.251195619,9,0,0
1861,80.25,-3.251195619,9,0,0
1863,80.25,-3.370391935,11,0,1
1866,80.25,-3.518127242,17,0,1
1868,80.25,-3.812141698,8,0,1
1871,80.25,-4.2850753410000015,4,0,1
1872,80.25,-4.304366034,7,0,1
1874,80.25,-4.387101376,15,0,0
1876,80.25,-4.588025009,6,0,1
1878,45.05,3.2822216280000003,13,1,1
1883,45.05,2.766507189,16,1,1
1886,45.05,2.472484919,13,1,1
1889,45.05,2.352754514,14,1,1
1891,45.05,2.225574886,15,1,1
1896,45.05,2.136804881,16,1,1
1901,45.05,1.600927527,13,1,1
1905,45.05,0.534304098,13,1,0
1906,45.05,0.534304098,13,1,0
1907,45.05,0.516284465,10,1,1
1908,45.05,0.304529486,13,1,1
1909,45.05,0.29143238,16,1,0
1910,45.05,0.29143238,16,1,0
1911,45.05,0.016784654,9,1,1
1912,45.05,-0.051759668,11,1,1
1913,45.05,-0.241251424,9,1,1
1914,45.05,-0.241251424,9,1,1
1915,45.05,-0.45687029,11,1,1
1916,45.05,-0.45687029,11,1,1
1917,45.05,-0.606987201,7,1,1
1918,45.05,-0.906656784,5,1,1
1919,45.05,-0.975104798,8,1,0
1921,45.05,-1.120541876,4,1,0
1922,45.05,-1.202671698,10,1,1
1923,45.05,-1.202671698,10,1,1
1924,45.05,-1.4706431169999998,13,1,1
1925,45.05,-1.570316186,7,1,1
1926,45.05,-1.615881252,6,1,0
1927,45.05,-1.666919276,12,1,0
1928,45.05,-1.7641094659999998,7,1,1
1929,45.05,-1.7641094659999998,7,1,1
1930,45.05,-1.775126016,8,1,1
1931,45.05,-1.881322993,11,1,0
1932,45.05,-1.908297978,5,1,0
1933,45.05,-2.08442391,6,1,1
1934,45.05,-2.240176887,8,1,1
1935,45.05,-2.341891508,12,1,1
1936,45.05,-2.367823562,14,1,0
1938,45.05,-2.422320479,15,1,0
1939,45.05,-2.422320479,15,1,0
1940,45.05,-2.422320479,15,1,0
1941,45.05,-2.540145786,5,1,1
1942,45.05,-2.568605263,10,1,0
1943,45.05,-2.658803611,9,1,0
1944,45.05,-2.682429143,11,1,1
1945,45.05,-2.718614569,6,1,1
1946,45.05,-2.718614569,6,1,1
1947,45.05,-2.7218430330000003,9,1,1
1948,45.05,-3.536214774,7,1,0
1949,45.05,-3.579372935,13,1,1
1950,45.05,-3.579372935,13,1,1
1951,45.05,-3.650994127,8,1,1
1952,45.05,-3.650994127,8,1,1
1953,45.05,-4.210613831,10,1,1
1954,45.05,-4.442121403,6,1,1
1955,62.64,3.315236687,18,1,0
1957,62.64,3.18111193,19,1,1
1958,62.64,3.119155891,18,1,1
1959,62.64,3.106037253,18,1,1
1960,62.64,3.106037253,18,1,1
1963,62.64,3.026487008,19,1,1
1964,62.64,3.026487008,19,1,1
1965,62.64,2.9794831260000003,13,1,1
1966,62.64,2.9794831260000003,13,1,1
1967,62.64,2.958568935,20,1,1
1969,62.64,2.930516339,15,1,1
1973,62.64,2.821161108,18,1,1
1977,62.64,2.7626362760000003,15,1,1
1978,62.64,2.7626362760000003,15,1,1
1980,62.64,2.720684389,19,1,1
1983,62.64,2.693943053,16,1,1
1984,62.64,2.693943053,16,1,1
1986,62.64,2.657505034,13,1,1
1988,62.64,2.574101332,12,1,1
1989,62.64,2.574101332,12,1,1
1990,62.64,2.516096409,12,1,1
1991,62.64,2.501248096,15,1,1
1995,62.64,2.25463366,17,1,1
1997,62.64,2.112172366,12,1,1
2000,62.64,1.707869619,17,1,1
2007,62.64,0.492663328,16,1,1
2009,62.64,0.341282156,17,1,1
2010,62.64,0.341282156,17,1,1
2011,62.64,0.341282156,17,1,1
2014,62.64,0.29558642,17,1,0
2016,62.64,0.027276954,10,1,1
2020,62.64,-0.085446124,4,1,1
2021,62.64,-0.093006889,16,1,1
2022,62.64,-0.280615092,4,1,1
2024,62.64,-0.3858042920000001,10,1,1
2026,62.64,-0.419279327,5,1,0
2028,62.64,-0.518423531,13,1,0
2029,62.64,-0.5205660129999999,6,1,1
2030,62.64,-0.616581824,5,1,1
2031,62.64,-0.616581824,5,1,1
2032,62.64,-0.616581824,5,1,1
2033,62.64,-0.7343902990000001,11,1,1
2034,62.64,-0.8011012809999999,4,1,1
2035,62.64,-0.860936991,10,1,1
2039,62.64,-0.989026367,7,1,1
2040,62.64,-1.015965395,14,1,0
2041,62.64,-1.0379005890000002,8,1,0
2045,62.64,-1.163924351,16,1,1
2046,62.64,-1.175675511,7,1,1
2047,62.64,-1.188564434,5,1,1
2051,62.64,-1.3892922330000002,10,1,1
2054,62.64,-1.54208703,14,1,1
2055,62.64,-1.553208008,10,1,1
2058,62.64,-1.704534109,9,1,1
2059,62.64,-1.709619468,11,1,1
2062,62.64,-1.907119759,9,1,0
2063,62.64,-1.985768093,16,1,1
2064,62.64,-2.083676932,10,1,1
2065,62.64,-2.083676932,10,1,1
2066,62.64,-2.093084618,7,1,0
2067,62.64,-2.1113460180000003,7,1,1
2068,62.64,-2.1113460180000003,7,1,1
2069,62.64,-2.1606657730000003,8,1,1
2070,62.64,-2.1606657730000003,8,1,1
2071,62.64,-2.161157004,4,1,1
2072,62.64,-2.183378968,4,1,1
2074,62.64,-2.285549079,6,1,0
2076,62.64,-2.40739965,4,1,0
2077,62.64,-2.40739965,4,1,0
2078,62.64,-2.417875244,16,1,0
2079,62.64,-2.417875244,16,1,0
2080,62.64,-2.475335049,14,1,1
2081,62.64,-2.489926584,15,1,0
2083,62.64,-2.697707317,13,1,1
2085,62.64,-2.69901677,9,1,1
2086,62.64,-2.69901677,9,1,1
2089,62.64,-2.8062214030000003,6,1,1
2090,62.64,-2.8062214030000003,6,1,1
2092,62.64,-2.872422107,11,1,0
2094,62.64,-2.946194274,8,1,1
2095,62.64,-3.05255802,9,1,1
2096,62.64,-3.06074374,10,1,0
2097,62.64,-3.06074374,10,1,0
2098,62.64,-3.14751698,14,1,1
2099,62.64,-3.14751698,14,1,1
2100,62.64,-3.160554645,5,1,1
2101,62.64,-3.195283609,6,1,1
2102,62.64,-3.238441625,11,1,1
2103,62.64,-3.238441625,11,1,1
2104,62.64,-3.238441625,11,1,1
2106,62.64,-3.647412897,8,1,1
2108,62.64,-3.908216216,3,1,0
2109,62.64,-4.229614723,12,1,0
2110,62.64,-4.241065037,4,1,1
2111,62.64,-4.36127011,16,1,1
2112,70.88,3.258917589,15,1,1
2114,70.88,2.9389592560000004,19,1,1
2119,70.88,2.853952552,19,1,1
2120,70.88,2.8208792289999995,12,1,1
2121,70.88,2.753232345,18,1,1
2122,70.88,2.704432879,20,1,1
2125,70.88,2.639055162,19,1,1
2126,70.88,2.639055162,19,1,1
2127,70.88,2.639055162,19,1,1
2130,70.88,2.506643411,18,1,1
2134,70.88,2.067713003,15,1,1
2136,70.88,1.996175229,13,1,1
2137,70.88,1.955903548,18,1,1
2141,70.88,1.821731222,18,1,0
2143,70.88,1.821731222,18,1,0
2146,70.88,1.442698335,12,1,1
2148,70.88,1.411858853,16,1,1
2149,70.88,1.411858853,16,1,1
2154,70.88,0.724819522,12,1,1
2155,70.88,0.724819522,12,1,1
2156,70.88,0.724819522,12,1,1
2157,70.88,0.367223565,11,1,1
2160,70.88,0.224993517,18,1,1
2164,70.88,0.090188091,5,1,0
2167,70.88,0.02421043,16,1,1
2170,70.88,-0.14884451699999998,6,1,1
2171,70.88,-0.14884451699999998,6,1,1
2172,70.88,-0.355138078,13,1,0
2174,70.88,-0.509930329,7,1,1
2175,70.88,-0.523231482,14,1,0
2179,70.88,-0.7025301559999999,6,1,1
2180,70.88,-0.727048881,8,1,0
2181,70.88,-0.7525775929999999,7,1,1
2182,70.88,-0.763984166,4,1,0
2183,70.88,-0.771007377,5,1,1
2185,70.88,-0.806954602,6,1,0
2186,70.88,-0.806954602,6,1,0
2187,70.88,-0.822245345,10,1,1
2189,70.88,-0.86100069,5,1,1
2191,70.88,-0.919628385,14,1,1
2192,70.88,-0.919628385,14,1,1
2193,70.88,-0.93139627,5,1,1
2194,70.88,-0.935662511,16,1,0
2195,70.88,-0.939569057,11,1,1
2198,70.88,-0.957490789,11,1,1
2200,70.88,-0.981605522,13,1,1
2201,70.88,-0.981605522,13,1,1
2202,70.88,-1.069457179,7,1,1
2204,70.88,-1.086355182,17,1,1
2205,70.88,-1.11663577,16,1,1
2206,70.88,-1.120356921,9,1,0
2208,70.88,-1.163987289,13,1,1
2211,70.88,-1.256904083,15,1,1
2212,70.88,-1.256904083,15,1,1
2214,70.88,-1.304246271,9,1,1
2215,70.88,-1.304246271,9,1,1
2219,70.88,-1.427237747,10,1,1
2220,70.88,-1.427237747,10,1,1
2221,70.88,-1.452695984,17,1,0
2222,70.88,-1.533389357,11,1,1
2223,70.88,-1.545998032,10,1,0
2224,70.88,-1.5690308080000002,7,1,1
2225,70.88,-1.604814439,11,1,0
2226,70.88,-1.604814439,11,1,0
2227,70.88,-1.60584038,11,1,1
2228,70.88,-1.60584038,11,1,1
2229,70.88,-1.639627537,10,1,1
2231,70.88,-1.705923699,8,1,1
2232,70.88,-1.705923699,8,1,1
2233,70.88,-1.705923699,8,1,1
2235,70.88,-1.763272296,11,1,1
2236,70.88,-1.901751236,14,1,1
2237,70.88,-1.944264544,17,1,1
2238,70.88,-2.082928032,18,1,1
2239,70.88,-2.082928032,18,1,1
2248,70.88,-2.624963542,15,1,0
2249,70.88,-2.630505893,18,1,1
2251,70.88,-3.09268598,7,1,0
2252,70.88,-3.09268598,7,1,0
2253,70.88,-3.179650834,6,1,1
2254,70.88,-3.2310348510000004,8,1,1
2256,70.88,-3.383250846,14,1,1
2258,70.88,-3.47418864,17,1,1
2259,70.88,-3.47418864,17,1,1
2262,70.88,-3.520516644,9,1,1
2264,70.88,-3.820199377,6,1,1
2265,70.88,-3.830491403,12,1,0
2266,70.88,-4.12331996,6,1,1
2267,70.88,-4.210019375,7,1,1
2269,70.88,-4.210019375,7,1,1
2270,70.88,-4.210019375,7,1,1
2271,70.88,-4.309964196,8,1,1
2272,70.88,-4.497495877,9,1,1
2273,70.88,-4.636907329,6,1,1
2274,70.88,-4.723750894,7,1,1
2279,56.32,3.413900404,14,1,1
2289,56.32,3.1612000260000004,18,1,1
2290,56.32,3.15733116,15,1,1
2291,56.32,3.15733116,15,1,1
2292,56.32,3.15733116,15,1,1
2293,56.32,3.15733116,15,1,1
2294,56.32,3.15733116,15,1,1
2295,56.32,3.146951379,17,1,1
2299,56.32,3.0581648,18,1,1
2301,56.32,3.023538181,15,1,1
2302,56.32,3.0050118,18,1,1
2303,56.32,3.0050118,18,1,1
2306,56.32,2.974612743,18,1,1
2308,56.32,2.850978537,14,1,0
2309,56.32,2.850978537,14,1,0
2310,56.32,2.850978537,14,1,0
2311,56.32,2.850978537,14,1,0
2312,56.32,2.847816528,15,1,1
2313,56.32,2.824216554,18,1,1
2314,56.32,2.813367753,17,1,1
2315,56.32,2.7886070380000003,18,1,1
2317,56.32,2.757109715,15,1,1
2318,56.32,2.744562132,16,1,1
2319,56.32,2.744562132,16,1,1
2321,56.32,2.744562132,16,1,1
2325,56.32,2.695103197,15,1,1
2329,56.32,2.665781437,15,1,1
2330,56.32,2.663141634,18,1,1
2335,56.32,2.495302776,17,1,1
2336,56.32,2.495302776,17,1,1
2338,56.32,2.4055801690000003,18,1,1
2341,56.32,2.142061451,14,1,1
2344,56.32,2.129523086,19,1,1
2345,56.32,2.117224485,18,1,1
2346,56.32,2.08039319,14,1,1
2350,56.32,1.504580028,14,1,1
2351,56.32,1.436951289,18,1,0
2352,56.32,1.436951289,18,1,0
2353,56.32,1.436951289,18,1,0
2354,56.32,1.436951289,18,1,0
2355,56.32,1.429538807,20,1,1
2356,56.32,1.387689572,10,1,0
2357,56.32,1.387689572,10,1,0
