,Protein Annotation,Day21-ETP,sgRNA_vs_Target,sgRNA_vs_Mutated,Mutated_vs_Target,TID,MatchResult
596,95.68,-2.3567753,11,7,16,0,1
597,95.68,-2.361429164,19,20,19,0,0
598,95.68,-2.398103609,14,8,13,0,1
599,95.68,-2.408745379,19,20,19,0,0
600,95.68,-2.408745379,19,7,8,0,1
601,95.68,-2.468074709,11,9,18,0,1
602,95.68,-2.468074709,11,9,18,0,1
603,95.68,-2.518283384,19,20,19,0,0
604,95.68,-2.521015352,19,20,19,0,0
605,95.68,-2.604997247,9,9,20,0,1
606,95.68,-2.604997247,9,9,20,0,1
607,95.68,-2.870294135,19,20,19,0,0
608,95.68,-2.870938996,19,20,19,0,0
609,95.68,-2.942161054,17,8,11,0,1
610,95.68,-2.952593373,16,9,13,0,1
611,95.68,-2.952593373,16,9,13,0,1
612,95.68,-3.14836346,8,7,19,0,1
613,95.68,-3.14836346,8,7,19,0,1
614,95.68,-3.299687013,13,7,14,0,1
615,95.68,-3.302116257,19,20,19,0,0
616,95.68,-3.404440366,19,20,19,0,0
617,95.68,-3.422346783,13,9,16,0,1
618,95.68,-3.422346783,13,9,16,0,1
619,95.68,-3.4955038710000004,17,8,11,0,1
620,95.68,-3.582849169,9,8,19,0,1
621,95.68,-3.587512429,11,8,17,0,1
622,95.68,-3.728799583,12,9,17,0,1
623,95.68,-3.728799583,12,9,17,0,1
624,95.68,-3.728799583,12,9,17,0,1
625,95.68,-3.728799583,12,9,17,0,1
626,95.68,-3.938282251,16,8,12,0,1
627,95.68,-4.154237042,19,20,19,0,0
628,95.68,-4.170759404,19,20,19,0,0
629,95.68,-4.170759404,19,7,8,0,1
630,95.68,-4.450326575,11,8,17,0,1
631,6.87,0.796648914,19,20,19,1,0
632,6.87,0.796648914,19,5,6,1,1
633,6.87,0.796648914,19,5,6,1,1
634,6.87,0.796648914,19,5,6,1,1
635,6.87,0.634710319,20,7,7,1,1
636,6.87,0.634710319,20,7,7,1,1
637,6.87,0.634710319,20,7,7,1,1
638,6.87,0.611808375,15,6,11,1,1
639,6.87,0.4352884520000001,19,20,19,1,0
640,6.87,0.377572289,19,20,19,1,0
641,6.87,0.32168826,16,6,9,1,1
642,6.87,0.2772505,13,7,14,1,1
643,6.87,0.2772505,13,7,14,1,1
644,6.87,0.221468583,15,5,10,1,1
645,6.87,0.221468583,15,5,10,1,1
646,6.87,0.183052928,7,6,19,1,1
647,6.87,0.007470699,8,6,18,1,1
648,6.87,0.004956009,19,20,19,1,0
649,6.87,0.004956009,19,5,6,1,1
650,6.87,-0.062790612,19,20,19,1,0
651,6.87,-0.072309819,19,20,19,1,0
652,6.87,-0.130828251,11,6,14,1,1
653,6.87,-0.142654367,10,5,15,1,1
654,6.87,-0.156545886,18,6,8,1,1
655,6.87,-0.16222726,19,20,19,1,0
656,6.87,-0.180230213,19,20,19,1,0
657,6.87,-0.199445586,19,20,19,1,0
658,6.87,-0.241441537,10,6,16,1,1
659,6.87,-0.282835821,19,20,19,1,0
660,6.87,-0.282835821,19,6,7,1,1
661,56.87,3.1547297380000003,20,20,20,1,1
662,6.87,-0.30679362,19,20,19,1,0
663,6.87,-0.31240388,19,20,19,1,0
664,6.87,-0.408354331,10,6,16,1,1
665,6.87,-0.508479036,19,20,19,1,0
666,6.87,-0.546222124,15,5,10,1,1
667,6.87,-0.610234705,19,20,19,1,0
668,6.87,-0.627382357,12,7,15,1,1
669,6.87,-0.627382357,12,7,15,1,1
670,6.87,-0.646926754,19,20,19,1,0
671,6.87,-0.652963296,8,7,17,1,1
672,6.87,-0.659063424,14,6,12,1,1
673,6.87,-0.664611191,13,6,13,1,1
674,6.87,-0.66579724,11,6,15,1,1
675,6.87,-0.676100982,19,20,19,1,0
676,6.87,-0.707704978,19,20,19,1,0
677,6.87,-0.7692028890000001,14,7,13,1,1
678,6.87,-0.7692028890000001,14,7,13,1,1
679,6.87,-0.7784083559999999,19,20,19,1,0
680,6.87,-0.7784083559999999,19,5,6,1,1
681,6.87,-0.783898885,19,20,19,1,0
682,6.87,-0.834201786,19,20,19,1,0
683,6.87,-0.834201786,19,5,6,1,1
684,6.87,-0.852713688,18,5,7,1,1
685,6.87,-0.862303183,12,6,14,1,1
686,6.87,-0.8882885620000001,14,6,12,1,1
687,6.87,-0.890873075,19,20,19,1,0
688,6.87,-0.909581745,19,20,19,1,0
689,6.87,-0.909581745,19,5,6,1,1
690,6.87,-0.93830606,19,20,19,1,0
691,6.87,-0.945014618,16,7,11,1,1
692,6.87,-0.945014618,16,7,11,1,1
693,6.87,-0.945014618,16,7,11,1,1
694,6.87,-0.957276983,19,20,19,1,0
695,6.87,-0.966751988,10,5,15,1,1
696,6.87,-0.966751988,10,5,15,1,1
697,6.87,-0.967822639,19,20,19,1,0
698,6.87,-0.979396792,8,6,18,1,1
699,6.87,-0.998638013,19,20,19,1,0
700,6.87,-1.028556145,18,7,9,1,1
701,6.87,-1.028556145,18,7,9,1,1
702,6.87,-1.042306708,10,7,17,1,1
703,6.87,-1.042306708,10,7,17,1,1
704,6.87,-1.090445047,14,6,11,1,1
705,6.87,-1.093669455,19,20,19,1,0
706,6.87,-1.097788427,12,6,14,1,1
707,6.87,-1.126854896,13,6,12,1,1
708,6.87,-1.129421829,18,5,7,1,1
709,6.87,-1.147002697,12,6,13,1,1
710,6.87,-1.178839734,19,20,19,1,0
711,6.87,-1.184145614,18,5,7,1,1
712,6.87,-1.193721057,19,20,19,1,0
713,6.87,-1.199565295,19,20,19,1,0
714,6.87,-1.203909039,8,7,19,1,1
715,6.87,-1.203909039,8,7,19,1,1
716,6.87,-1.209223738,19,20,19,1,0
717,6.87,-1.215888255,19,20,19,1,0
718,6.87,-1.232723395,13,6,13,1,1
719,6.87,-1.327449135,19,20,19,1,0
720,6.87,-1.3695170719999998,19,20,19,1,0
721,6.87,-1.393646972,10,5,15,1,1
722,6.87,-1.428538583,19,20,19,1,0
723,6.87,-1.4512465019999998,16,6,10,1,1
724,6.87,-1.463371594,19,20,19,1,0
725,6.87,-1.463371594,19,5,6,1,1
726,6.87,-1.471421336,19,20,19,1,0
727,6.87,-1.475335742,17,7,10,1,1
728,6.87,-1.475335742,17,7,10,1,1
729,6.87,-1.47773898,19,20,19,1,0
730,6.87,-1.4922396,19,20,19,1,0
731,6.87,-1.5025976580000002,15,6,11,1,1
732,6.87,-1.602329636,9,6,17,1,1
733,6.87,-1.667685905,19,20,19,1,0
734,6.87,-1.720620296,15,5,10,1,1
735,6.87,-1.7433944819999998,19,20,19,1,0
736,6.87,-1.7474666019999998,19,20,19,1,0
737,6.87,-1.7475261830000002,17,7,8,1,1
738,6.87,-1.750078087,19,20,19,1,0
739,6.87,-1.750078087,19,6,7,1,1
740,6.87,-1.799877936,11,6,15,1,1
741,6.87,-1.848322654,15,7,12,1,1
742,6.87,-1.848322654,15,7,12,1,1
743,6.87,-1.851412378,19,20,19,1,0
744,6.87,-1.919839376,19,20,19,1,0
745,6.87,-1.938180603,9,6,17,1,1
746,6.87,-1.939381627,18,5,7,1,1
747,6.87,-1.975311636,19,20,19,1,0
748,6.87,-2.062127527,6,6,19,1,1
749,6.87,-2.106436273,19,20,19,1,0
750,6.87,-2.1267455180000003,19,20,19,1,0
751,6.87,-2.137883368,19,20,19,1,0
752,6.87,-2.181453717,19,20,19,1,0
753,6.87,-2.182704797,19,20,19,1,0
754,6.87,-2.228359628,16,6,10,1,1
755,6.87,-2.331045435,18,6,8,1,1
756,6.87,-2.375307284,19,20,19,1,0
757,6.87,-2.452410164,7,7,20,1,1
758,6.87,-2.464662616,19,20,19,1,0
759,6.87,-2.464662616,19,7,8,1,1
760,6.87,-2.464662616,19,7,8,1,1
761,6.87,-2.464662616,19,7,8,1,1
762,6.87,-2.464662616,19,7,8,1,1
763,6.87,-2.54098353,7,6,18,1,1
764,6.87,-2.628919264,9,6,16,1,1
765,6.87,-2.811713014,7,6,19,1,1
766,6.87,-2.863376969,19,20,19,1,0
767,6.87,-3.110608214,19,20,19,1,0
768,6.87,-3.1125422510000003,17,6,9,1,1
769,6.87,-3.365336431,19,20,19,1,0
770,6.87,-3.416479265,19,20,19,1,0
771,6.87,-3.478643549,18,5,7,1,1
772,6.87,-3.478643549,18,5,7,1,1
773,6.87,-3.478643549,18,5,7,1,1
774,6.87,-3.667078172,19,20,19,1,0
775,6.87,-3.845640752,19,20,19,1,0
776,6.87,-3.918109594,18,5,7,1,1
777,6.87,-3.931125563,11,7,16,1,1
778,6.87,-3.931125563,11,7,16,1,1
779,6.87,-3.931125563,11,7,16,1,1
780,6.87,-4.022631831,17,6,9,1,1
781,37.91,3.1084569230000003,20,20,20,1,1
782,6.87,-4.030287101,9,7,18,1,1
783,6.87,-4.030287101,9,7,18,1,1
784,6.87,-4.06053639,19,20,19,1,0
785,6.87,-4.432993225,10,5,15,1,1
786,6.87,-4.677292927,15,5,10,1,1
787,6.87,-4.994649921000001,18,5,7,1,1
788,87.91,0.8795181259999999,19,20,19,1,0
789,87.91,0.844001155,19,20,19,1,0
790,87.91,0.747296173,19,20,19,1,0
791,87.91,0.648483366,13,5,12,1,1
792,87.91,0.647255714,13,5,12,1,1
793,87.91,0.561317692,19,20,19,1,0
794,87.91,0.561317692,19,4,5,1,1
795,87.91,0.52191666,19,20,19,1,0
796,87.91,0.272661994,19,20,19,1,0
797,87.91,0.25383867,19,20,19,1,0
798,87.91,0.219811008,16,6,10,1,1
799,87.91,0.219811008,16,6,10,1,1
800,87.91,0.182616733,19,20,19,1,0
801,87.91,0.17854706399999998,7,6,19,1,1
802,87.91,0.17854706399999998,7,6,19,1,1
803,87.91,0.175844689,5,5,19,1,1
804,87.91,0.1295326,19,20,19,1,0
805,87.91,0.074981613,19,20,19,1,0
806,87.91,0.057782170999999986,19,20,19,1,0
807,87.91,0.011874769,6,5,19,1,1
808,87.91,0.011360153,14,6,12,1,1
809,87.91,0.011360153,14,6,12,1,1
810,87.91,-0.106885811,19,20,19,1,0
811,87.91,-0.106885811,19,6,7,1,1
812,87.91,-0.106885811,19,6,7,1,1
813,87.91,-0.136981519,19,20,19,1,0
814,87.91,-0.149968883,19,20,19,1,0
815,87.91,-0.149968883,19,4,5,1,1
816,87.91,-0.149968883,19,4,5,1,1
817,87.91,-0.164912313,19,20,19,1,0
818,87.91,-0.196695398,10,4,14,1,1
819,87.91,-0.222468748,19,20,19,1,0
820,87.91,-0.25621033,19,20,19,1,0
821,87.91,-0.266469735,19,20,19,1,0
822,87.91,-0.26792075,19,20,19,1,0
823,87.91,-0.268684894,19,20,19,1,0
824,87.91,-0.277927488,19,20,19,1,0
825,87.91,-0.283352836,19,20,19,1,0
826,87.91,-0.309350929,13,5,11,1,1
827,87.91,-0.322833577,19,20,19,1,0
828,87.91,-0.3855265470000001,11,5,14,1,1
829,87.91,-0.398269111,10,4,14,1,1
830,87.91,-0.427804713,19,20,19,1,0
831,87.91,-0.427804713,19,5,6,1,1
832,87.91,-0.462423021,15,6,11,1,1
833,87.91,-0.462423021,15,6,11,1,1
834,87.91,-0.462423021,15,6,11,1,1
835,87.91,-0.463060753,13,6,13,1,1
836,87.91,-0.463060753,13,6,13,1,1
837,87.91,-0.468455635,19,20,19,1,0
838,87.91,-0.475417986,19,20,19,1,0
839,87.91,-0.475417986,19,5,6,1,1
840,87.91,-0.497416245,12,5,13,1,1
841,87.91,-0.525998864,17,5,8,1,1
842,87.91,-0.611823225,19,20,19,1,0
843,87.91,-0.660614235,19,20,19,1,0
844,87.91,-0.669924444,19,20,19,1,0
845,87.91,-0.676364135,19,20,19,1,0
846,87.91,-0.682489705,15,5,10,1,1
847,87.91,-0.690372668,19,20,19,1,0
848,87.91,-0.691083185,10,4,14,1,1
849,87.91,-0.697165867,18,6,8,1,1
850,87.91,-0.697165867,18,6,8,1,1
851,87.91,-0.7389794279999999,15,5,9,1,1
852,87.91,-0.7415130990000001,17,5,8,1,1
853,87.91,-0.745503032,6,5,19,1,1
854,87.91,-0.8381990290000001,9,5,16,1,1
855,87.91,-0.873438213,11,4,13,1,1
856,87.91,-0.8967875590000001,19,20,19,1,0
857,42.31,3.078017654,20,20,20,1,1
858,87.91,-0.960132747,19,20,19,1,0
859,87.91,-0.963821223,19,20,19,1,0
860,87.91,-0.990417105,16,5,9,1,1
861,87.91,-0.99059891,19,20,19,1,0
862,87.91,-0.99059891,19,4,5,1,1
863,87.91,-1.006465263,9,5,16,1,1
864,87.91,-1.01276743,10,4,14,1,1
865,87.91,-1.013907268,10,5,15,1,1
866,87.91,-1.017363022,19,20,19,1,0
867,87.91,-1.079287466,19,20,19,1,0
868,87.91,-1.092789213,12,6,14,1,1
869,87.91,-1.092789213,12,6,14,1,1
870,87.91,-1.092789213,12,6,14,1,1
871,87.91,-1.098426554,19,20,19,1,0
872,87.91,-1.111585257,19,20,19,1,0
873,87.91,-1.150328977,19,20,19,1,0
874,87.91,-1.15166354,6,6,18,1,1
875,87.91,-1.182931103,19,20,19,1,0
876,87.91,-1.188829271,9,6,17,1,1
877,87.91,-1.188829271,9,6,17,1,1
878,87.91,-1.2153913,19,20,19,1,0
879,87.91,-1.225473533,19,20,19,1,0
880,87.91,-1.252152734,10,4,14,1,1
881,87.91,-1.291109523,18,6,6,1,1
882,87.91,-1.354339572,20,6,6,1,1
883,87.91,-1.354339572,20,6,6,1,1
884,87.91,-1.40354451,19,20,19,1,0
885,87.91,-1.4462162669999998,16,5,9,1,1
886,87.91,-1.521396819,19,20,19,1,0
887,87.91,-1.530280902,14,5,11,1,1
888,87.91,-1.5362681580000002,19,20,19,1,0
889,87.91,-1.538999533,14,4,10,1,1
890,87.91,-1.593702624,10,4,14,1,1
891,87.91,-1.593702624,10,4,14,1,1
892,87.91,-1.593702624,10,4,14,1,1
893,87.91,-1.6209733869999998,11,4,13,1,1
894,87.91,-1.6209733869999998,11,4,13,1,1
895,87.91,-1.676129905,10,5,15,1,1
896,87.91,-1.685669878,19,20,19,1,0
897,87.91,-1.722246965,16,5,8,1,1
898,87.91,-1.724915934,14,4,10,1,1
899,87.91,-1.731258929,11,5,14,1,1
900,87.91,-1.791281226,19,20,19,1,0
901,87.91,-1.79156447,7,5,18,1,1
902,87.91,-1.80125881,19,20,19,1,0
903,87.91,-1.902953164,19,20,19,1,0
904,87.91,-1.936164724,10,6,16,1,1
905,87.91,-1.936164724,10,6,16,1,1
906,87.91,-1.97563036,17,5,7,1,1
907,87.91,-1.999085197,19,20,19,1,0
908,87.91,-2.003996818,7,5,18,1,1
909,87.91,-2.012527837,11,4,13,1,1
910,87.91,-2.013676562,8,5,17,1,1
911,87.91,-2.042824146,19,20,19,1,0
912,87.91,-2.108884767,7,5,17,1,1
913,87.91,-2.141936847,19,20,19,1,0
914,87.91,-2.247193686,6,6,20,1,1
915,87.91,-2.262738726,11,4,13,1,1
916,87.91,-2.266081136,8,5,17,1,1
917,87.91,-2.29816133,14,4,10,1,1
918,87.91,-2.29816133,14,4,10,1,1
919,87.91,-2.351112652,19,20,19,1,0
920,87.91,-2.368194396,10,4,14,1,1
921,87.91,-2.37976106,12,6,12,1,1
922,87.91,-2.388835682,9,5,15,1,1
923,87.91,-2.416224248,8,5,16,1,1
924,87.91,-2.595730959,19,20,19,1,0
925,87.91,-2.652410641,19,20,19,1,0
926,87.91,-2.982160415,12,5,13,1,1
927,87.91,-3.077653212,18,5,7,1,1
928,87.91,-3.13140937,8,6,18,1,1
929,87.91,-3.13140937,8,6,18,1,1
930,87.91,-3.18470845,17,6,9,1,1
931,87.91,-3.18470845,17,6,9,1,1
932,87.91,-3.348943138,19,20,19,1,0
933,87.91,-3.502517459,11,6,15,1,1
934,87.91,-3.502517459,11,6,15,1,1
935,87.91,-3.502517459,11,6,15,1,1
936,87.91,-3.502517459,11,6,15,1,1
937,87.91,-3.580683655,19,20,19,1,0
938,87.91,-3.793523781,14,5,11,1,1
939,87.91,-3.814859252,19,20,19,1,0
940,87.91,-3.835484756,18,5,7,1,1
941,87.91,-4.315142466,14,4,10,1,1
942,87.91,-4.856268192,19,20,19,1,0
943,87.91,-4.917624822,15,5,10,1,1
944,61.11,0.468770724,19,20,19,0,0
945,61.11,0.120711299,11,6,15,0,1
946,61.11,0.093327031,19,20,19,0,0
947,61.11,-0.033384102,13,6,13,0,1
948,61.11,-0.096912992,19,20,19,0,0
949,61.11,-0.117961407,17,6,9,0,1
950,61.11,-0.13449982300000002,7,7,20,0,1
951,61.11,-0.168270614,14,5,11,0,1
952,61.11,-0.181484323,19,20,19,0,0
953,61.11,-0.228090247,10,5,15,0,1
954,22.8,3.051247361,20,20,20,1,1
955,61.11,-0.235449837,19,20,19,0,0
956,61.11,-0.241860741,19,20,19,0,0
957,61.11,-0.243148205,19,20,19,0,0
958,61.11,-0.248940054,11,7,16,0,1
959,61.11,-0.248940054,11,7,16,0,1
960,61.11,-0.248940054,11,7,16,0,1
961,61.11,-0.290538232,10,6,16,0,1
962,61.11,-0.30225418800000003,19,20,19,0,0
963,61.11,-0.30225418800000003,19,5,6,0,1
964,61.11,-0.365861774,19,20,19,0,0
965,61.11,-0.381599189,13,7,14,0,1
966,61.11,-0.381599189,13,7,14,0,1
967,61.11,-0.381599189,13,7,14,0,1
968,61.11,-0.406905978,18,6,8,0,1
969,61.11,-0.439960505,9,6,17,0,1
970,61.11,-0.478493842,17,5,8,0,1
971,61.11,-0.485395084,17,6,9,0,1
972,61.11,-0.5285173360000001,19,20,19,0,0
973,61.11,-0.547479666,10,6,16,0,1
974,61.11,-0.570258678,19,20,19,0,0
975,61.11,-0.570476079,19,20,19,0,0
976,61.11,-0.5902017620000001,19,20,19,0,0
977,61.11,-0.5902017620000001,19,6,7,0,1
978,61.11,-0.752335889,12,6,14,0,1
979,61.11,-0.787920627,19,20,19,0,0
980,61.11,-0.793123905,19,20,19,0,0
981,61.11,-0.793123905,19,7,8,0,1
982,61.11,-0.793123905,19,7,8,0,1
983,61.11,-0.795426717,10,5,15,0,1
984,61.11,-0.81187849,19,20,19,0,0
985,61.11,-0.828234406,19,20,19,0,0
986,61.11,-0.835486285,19,20,19,0,0
987,61.11,-0.8471987590000001,9,7,18,0,1
988,61.11,-0.8471987590000001,9,7,18,0,1
989,61.11,-0.8565841390000001,19,20,19,0,0
990,61.11,-0.893618877,19,20,19,0,0
991,61.11,-0.938420585,9,6,17,0,1
992,61.11,-0.94318822,19,20,19,0,0
993,61.11,-0.95374896,14,5,11,0,1
994,61.11,-0.966033808,8,6,18,0,1
995,61.11,-0.980768181,19,20,19,0,0
996,61.11,-0.988856982,19,20,19,0,0
997,61.11,-0.988856982,19,6,7,0,1
998,61.11,-1.001860003,19,20,19,0,0
999,61.11,-1.002035554,12,6,14,0,1
1000,61.11,-1.01277112,19,20,19,0,0
1001,61.11,-1.026673266,19,20,19,0,0
1002,61.11,-1.03067393,19,20,19,0,0
1003,61.11,-1.092223373,19,20,19,0,0
1004,61.11,-1.101124625,19,20,19,0,0
1005,8.79,3.035225197,20,20,20,1,1
1006,61.11,-1.106242435,19,20,19,0,0
1007,61.11,-1.120411166,15,7,12,0,1
1008,61.11,-1.120411166,15,7,12,0,1
1009,61.11,-1.120411166,15,7,12,0,1
1010,61.11,-1.124202387,19,20,19,0,0
1011,61.11,-1.1363771740000002,11,5,14,0,1
1012,61.11,-1.1363771740000002,11,5,14,0,1
1013,61.11,-1.158242654,19,20,19,0,0
1014,29.95,3.032541647,20,20,20,1,1
1015,61.11,-1.172808309,7,6,19,0,1
1016,61.11,-1.193952356,16,6,9,0,1
1017,61.11,-1.20142915,13,6,13,0,1
1018,61.11,-1.243735353,20,7,7,0,1
1019,61.11,-1.243735353,20,7,7,0,1
1020,61.11,-1.2530327490000002,15,6,11,0,1
1021,61.11,-1.294702702,19,20,19,0,0
1022,61.11,-1.353106792,19,20,19,0,0
1023,61.11,-1.353106792,19,5,6,0,1
1024,61.11,-1.373784205,19,20,19,0,0
1025,61.11,-1.384543949,10,5,15,0,1
1026,61.11,-1.384543949,10,5,15,0,1
1027,61.11,-1.417322599,16,6,10,0,1
1028,61.11,-1.442203146,19,20,19,0,0
1029,61.11,-1.442203146,19,5,6,0,1
1030,61.11,-1.442203146,19,5,6,0,1
1031,61.11,-1.487026139,19,20,19,0,0
1032,61.11,-1.4947634280000002,7,6,19,0,1
1033,61.11,-1.495997019,19,20,19,0,0
1034,61.11,-1.5285135909999998,10,5,15,0,1
1035,61.11,-1.543486365,17,5,8,0,1
1036,61.11,-1.558049098,7,6,18,0,1
1037,61.11,-1.56981983,18,7,9,0,1
1038,61.11,-1.56981983,18,7,9,0,1
1039,61.11,-1.56981983,18,7,9,0,1
1040,61.11,-1.587789287,13,7,12,0,1
1041,61.11,-1.622982635,14,6,12,0,1
1042,61.11,-1.639860478,19,20,19,0,0
1043,61.11,-1.667084906,17,5,8,0,1
1044,61.11,-1.673314364,12,5,13,0,1
1045,61.11,-1.6826620069999998,19,20,19,0,0
1046,61.11,-1.683799211,19,20,19,0,0
1047,61.11,-1.692057279,19,20,19,0,0
1048,61.11,-1.703950773,12,5,13,0,1
1049,61.11,-1.703950773,12,5,13,0,1
1050,61.11,-1.706385924,19,20,19,0,0
1051,36.81,3.020009474,20,20,20,1,1
1052,61.11,-1.7498618680000002,8,6,18,0,1
1053,61.11,-1.75571518,19,20,19,0,0
1054,61.11,-1.763163658,17,5,8,0,1
1055,61.11,-1.763163658,17,5,8,0,1
1056,61.11,-1.813063077,19,20,19,0,0
1057,61.11,-1.838153971,11,5,14,0,1
1058,61.11,-1.870042417,11,5,14,0,1
1059,61.11,-1.871564707,19,20,19,0,0
1060,61.11,-1.877596369,19,20,19,0,0
1061,61.11,-1.8810085,17,7,10,0,1
1062,61.11,-1.8810085,17,7,10,0,1
1063,61.11,-1.939705641,19,20,19,0,0
1064,61.11,-1.977090523,12,5,13,0,1
1065,61.11,-1.979795076,10,7,17,0,1
1066,61.11,-1.979795076,10,7,17,0,1
1067,61.11,-2.006943082,16,7,11,0,1
1068,61.11,-2.006943082,16,7,11,0,1
1069,61.11,-2.015892898,19,20,19,0,0
1070,61.11,-2.037161966,19,20,19,0,0
1071,61.11,-2.083562291,14,5,11,0,1
1072,61.11,-2.084552905,9,6,16,0,1
1073,61.11,-2.168076812,19,20,19,0,0
1074,61.11,-2.2204074,19,20,19,0,0
1075,61.11,-2.220704977,19,20,19,0,0
1076,61.11,-2.238519557,15,6,11,0,1
1077,61.11,-2.247979147,19,20,19,0,0
1078,28.57,3.015622898,20,20,20,1,1
1079,61.11,-2.259788034,16,6,10,0,1
1080,61.11,-2.323238666,19,20,19,0,0
1081,61.11,-2.328638083,14,6,12,0,1
1082,61.11,-2.408264908,19,20,19,0,0
1083,61.11,-2.4546660890000003,19,20,19,0,0
1084,61.11,-2.49271128,15,7,10,0,1
1085,61.11,-2.544729061,19,20,19,0,0
1086,61.11,-2.728065972,6,6,19,0,1
1087,61.11,-2.7328256210000004,14,7,13,0,1
1088,61.11,-2.7328256210000004,14,7,13,0,1
1089,61.11,-2.818284405,18,6,8,0,1
1090,61.11,-3.104979228,19,20,19,0,0
1091,61.11,-3.277438457,18,6,7,0,1
1092,23.63,3.0109554010000004,20,20,20,1,1
1093,61.11,-3.4876607460000004,11,6,15,0,1
1094,61.11,-3.644234518,12,5,13,0,1
1095,61.11,-3.871940642,11,5,14,0,1
1096,61.11,-3.985550609,14,5,11,0,1
1097,61.11,-3.985550609,14,5,11,0,1
1098,61.11,-4.012467207,12,7,15,0,1
1099,61.11,-4.012467207,12,7,15,0,1
1100,11.54,3.008752706,20,20,20,1,1
1101,61.11,-4.012467207,12,7,15,0,1
1102,61.11,-4.216097409,8,6,17,0,1
1103,61.11,-4.723150114,19,20,19,0,0
1104,61.11,-4.821757727,8,7,19,0,1
1105,61.11,-4.821757727,8,7,19,0,1
1106,39.51,0.536973215,19,20,19,0,0
1107,39.51,0.4738552,19,20,19,0,0
1108,39.51,0.28545475600000003,9,4,15,0,1
1109,39.51,0.28545475600000003,9,4,15,0,1
1110,39.51,0.234624747,13,4,11,0,1
1111,39.51,0.234624747,13,4,11,0,1
1112,39.51,-0.006206877,18,4,6,0,1
1113,39.51,-0.006206877,18,4,6,0,1
1114,39.51,-0.009948351,19,20,19,0,0
1115,39.51,-0.009948351,19,3,4,0,1
1116,39.51,-0.014518668,8,3,15,0,1
1117,39.51,-0.046912477,4,3,19,0,1
1118,39.51,-0.090650542,15,3,8,0,1
1119,39.51,-0.113328099,9,3,14,0,1
1120,39.51,-0.16331072300000002,19,20,19,0,0
1121,39.51,-0.219963011,4,4,20,0,1
1122,39.51,-0.220640914,10,3,13,0,1
1123,39.51,-0.248373918,8,4,16,0,1
1124,39.51,-0.248373918,8,4,16,0,1
1125,39.51,-0.271421754,10,3,13,0,1
1126,39.51,-0.296216028,19,20,19,0,0
1127,39.51,-0.296216028,19,4,5,0,1
1128,39.51,-0.296216028,19,4,5,0,1
1129,39.51,-0.331072279,14,3,9,0,1
1130,39.51,-0.34764554700000005,19,20,19,0,0
1131,48.9,3.0019081560000003,20,20,20,1,1
1132,39.51,-0.379826605,18,4,4,0,1
1133,39.51,-0.384064975,12,3,11,0,1
1134,39.51,-0.419617972,18,3,5,0,1
1135,39.51,-0.42307171,19,20,19,0,0
1136,39.51,-0.433248473,19,20,19,0,0
1137,39.51,-0.460518046,5,4,17,0,1
1138,39.51,-0.472262324,15,4,9,0,1
1139,39.51,-0.472262324,15,4,9,0,1
1140,39.51,-0.47646428,19,20,19,0,0
1141,39.51,-0.483393781,16,2,6,0,1
1142,39.51,-0.485190663,6,3,17,0,1
1143,39.51,-0.488533465,12,4,12,0,1
1144,39.51,-0.488533465,12,4,12,0,1
1145,39.51,-0.500323332,19,20,19,0,0
1146,39.51,-0.522626274,10,4,14,0,1
1147,39.51,-0.522626274,10,4,14,0,1
1148,39.51,-0.55821408,16,4,8,0,1
1149,39.51,-0.55821408,16,4,8,0,1
1150,39.51,-0.55821408,16,4,8,0,1
1151,39.51,-0.59156262,8,3,15,0,1
1152,39.51,-0.635071956,16,2,6,0,1
1153,39.51,-0.6525451529999999,19,20,19,0,0
1154,39.51,-0.664146716,19,20,19,0,0
1155,39.51,-0.689574903,19,20,19,0,0
1156,39.51,-0.7132617040000001,19,20,19,0,0
1157,39.51,-0.7485604690000001,19,20,19,0,0
1158,39.51,-0.7664581220000001,19,20,19,0,0
1159,39.51,-0.797523634,19,20,19,0,0
1160,39.51,-0.8430589479999999,11,4,13,0,1
1161,39.51,-0.8430589479999999,11,4,13,0,1
1162,39.51,-0.942152637,19,20,19,0,0
1163,39.51,-0.961992784,19,20,19,0,0
1164,39.51,-0.98201204,5,3,18,0,1
1165,39.51,-1.015349979,19,20,19,0,0
1166,39.51,-1.028282285,9,3,14,0,1
1167,39.51,-1.067991771,19,20,19,0,0
1168,39.51,-1.079397707,17,3,6,0,1
1169,39.51,-1.0955338959999998,7,3,16,0,1
1170,39.51,-1.140771684,4,4,18,0,1
1171,39.51,-1.162138747,19,20,19,0,0
1172,39.51,-1.178079809,19,20,19,0,0
1173,39.51,-1.183983632,19,20,19,0,0
1174,39.51,-1.2425363459999998,15,2,7,0,1
1175,39.51,-1.245740461,19,20,19,0,0
1176,39.51,-1.256565512,19,20,19,0,0
1177,39.51,-1.256565512,19,2,3,0,1
1178,39.51,-1.271701416,19,20,19,0,0
1179,39.51,-1.309366974,19,20,19,0,0
1180,39.51,-1.313117087,19,20,19,0,0
1181,39.51,-1.315098318,15,2,7,0,1
1182,39.51,-1.316511641,19,20,19,0,0
1183,39.51,-1.323291742,13,3,9,0,1
1184,39.51,-1.3512840069999998,19,20,19,0,0
1185,39.51,-1.356355635,19,20,19,0,0
1186,39.51,-1.359808064,19,20,19,0,0
